age,religion,community,income,gender,segment,scheme,link
49,muslim,bc,817000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
36,others,bc,1869000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
41,muslim,mbc,1840000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
30,christian,bc,1463000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
45,muslim,bc,1238000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
52,others,bc,957000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
31,muslim,mbc,544000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
40,hindu,bc,1881000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
45,hindu,bc,1418000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
46,hindu,bc,1668000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
47,hindu,mbc,1362000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
56,others,mbc,1282000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
58,hindu,mbc,1802000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
27,hindu,mbc,1113000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
31,hindu,mbc,1215000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
39,others,bc,793000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
37,christian,mbc,910000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
53,others,bc,1311000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
49,hindu,bc,1045000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
26,muslim,mbc,575000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
28,muslim,mbc,558000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
60,muslim,mbc,1864000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
56,muslim,bc,719000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
54,muslim,bc,654000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
60,muslim,mbc,1376000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
28,muslim,bc,1822000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
47,muslim,bc,656000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
49,others,bc,1662000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
53,christian,bc,1495000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
37,muslim,mbc,1688000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
42,hindu,bc,1885000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
47,hindu,bc,737000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
50,others,mbc,1015000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,others,mbc,1341000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
53,muslim,mbc,837000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
54,christian,mbc,941000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
30,others,bc,1370000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
58,christian,mbc,578000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
32,hindu,mbc,843000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
41,hindu,bc,1296000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
33,hindu,mbc,1888000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
59,hindu,bc,778000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
38,muslim,mbc,1313000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
55,hindu,bc,1028000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
48,christian,mbc,580000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
31,muslim,mbc,1443000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
49,others,mbc,1387000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
31,christian,mbc,774000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
55,hindu,mbc,2000000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
45,christian,mbc,1020000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
55,muslim,bc,1322000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
56,christian,mbc,516000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
36,muslim,mbc,1809000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
36,christian,mbc,1563000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
43,muslim,bc,1535000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
33,christian,mbc,650000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
30,christian,mbc,1443000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
40,hindu,mbc,1741000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
59,hindu,mbc,868000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
47,others,bc,1196000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
52,hindu,bc,914000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
28,others,mbc,1249000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
50,christian,mbc,1391000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
50,christian,mbc,788000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
57,hindu,mbc,1591000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
49,christian,mbc,545000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
57,hindu,mbc,1208000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
33,muslim,mbc,1641000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
29,muslim,mbc,1953000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
28,muslim,bc,1410000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
51,christian,mbc,1425000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
51,others,bc,1487000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
29,christian,bc,1804000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
51,others,bc,2000000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
38,others,bc,1037000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
36,hindu,mbc,1945000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
